N,Time(ms),FLOPS
682,1113.820,569597543.589
683,1133.075,562384638.263
684,1055.171,606562356.244
685,1029.311,624532575.674
686,1078.250,598801495.015
687,1059.966,611798308.625
688,1079.357,603434585.591
689,1030.303,634925393.792
690,1030.892,637329613.577
691,1077.734,612283496.670
692,1052.032,629969217.666
693,1050.328,633730714.596
694,1048.491,637593234.467
695,1052.123,638142831.209
696,1056.605,638182738.109
697,1063.717,636652179.104
698,1064.552,638894844.028
699,1074.213,635874075.253
700,1084.537,632527981.987
701,1100.386,626093209.110
702,1108.139,624377281.189
703,1097.408,633180962.778
704,1105.623,631162094.132
705,1097.162,638743640.410
706,1101.305,639052425.986
707,1104.302,640030069.673
708,1136.338,624629136.753
709,1133.265,628980563.240
710,1118.772,639828311.756
711,1129.380,636500435.637
712,1138.531,634052349.914
713,1147.010,632020814.117
714,1165.395,624671195.603
715,1180.442,619303404.996
716,1176.263,624115008.293
717,1173.666,628120458.461
718,1182.020,626294363.886
719,1189.863,624769337.310
720,1168.718,638730643.320
721,1180.851,634805510.602
722,1183.439,636056523.403
723,1184.217,638283468.317
724,1191.199,637178882.790
725,1199.337,635481311.758
726,1236.250,619061154.297
727,1229.318,625128051.489
728,1217.871,633611198.559
729,1230.703,629592174.554
730,1256.275,619318222.523
731,1237.233,631437879.526
732,1243.944,630612259.073
733,1240.850,634779122.376
734,1260.763,627313625.162
735,1251.253,634668408.387
736,1259.073,633304432.706
737,1255.058,637923590.782
738,1269.188,633392802.327
739,1286.720,627305737.068
740,1279.805,633258973.047
741,1285.308,633107427.947
742,1289.310,633700953.223
743,1296.691,632644796.640
744,1293.735,636654004.104
745,1300.522,635888704.689
746,1303.364,637060615.454
747,1318.877,632102497.807
748,1317.390,635360814.945
749,1324.284,634591596.667
750,1338.799,630229033.634
751,1344.430,630103093.504
752,1333.069,638014998.473
753,1343.793,635451705.731
754,1355.465,632493002.770
755,1353.790,635798572.895
756,1354.758,637872174.957
757,1377.537,629816974.789
758,1373.190,634317919.589
759,1383.806,631946210.668
760,1372.163,639830690.669
761,1393.626,632466789.512
762,1393.996,634794831.549
763,1449.343,612960419.997
764,1450.050,615073609.876
765,1448.999,617939867.453
766,1463.237,614329867.274
767,1418.467,636204667.433
768,1433.871,631834847.068
769,1425.385,638082495.606
770,1442.118,633142364.217
771,1442.119,635611916.908
772,1469.600,626156298.312
773,1461.870,631916541.143
774,1483.801,624995971.832
775,1474.894,631210615.814
776,1481.097,631003338.741
777,1468.952,638683133.281
778,1499.092,628261577.008
779,1491.571,633867431.051
780,1495.210,634763009.878
781,1524.849,624821921.384
782,1527.162,626275101.135
783,1518.982,632066327.317
784,1508.256,639003331.000
785,1517.466,637558436.235
786,1530.431,634576346.140
787,1527.361,638281850.853
788,1542.037,634620144.653
789,1546.342,635265767.857
790,1555.495,633931963.780
791,1555.589,636303896.466
792,1555.981,638559324.311
793,1558.671,639874940.895
794,1567.124,638834175.215
795,1578.468,636642459.651
796,1592.083,633582967.722
797,1608.067,629652337.869
798,1608.506,631852902.010
799,1609.613,633795078.693
800,1609.067,636393636.809
801,1610.043,638395870.172
802,1622.202,635986896.823
803,1627.101,636446817.991
804,1636.582,635126701.870
805,1636.996,637338301.376
806,1659.653,630983242.883
807,1644.002,639364116.345
808,1643.280,642025841.001
809,1640.245,645604929.751
810,1666.531,637781115.383
811,1668.409,639425621.655
812,1679.425,637584087.411
813,1688.864,636365979.735
814,1689.707,638398425.289
815,1697.154,637942549.704
816,1703.934,637745940.864
817,1707.503,638755554.749
818,1719.164,636755343.876
819,1728.568,635616601.719
820,1729.689,637534261.940
821,1742.155,635290959.760
822,1900.172,584591550.660
823,1791.762,622227468.827
824,1760.598,635552492.960
825,1772.927,633433440.858
826,1772.644,635841123.204
827,1778.723,635972304.850
828,1790.856,633957785.551
829,1826.743,623758009.747
830,1815.022,630060682.460
831,1804.721,635950034.382
832,1804.838,638207271.788
833,1816.235,636492014.525
834,1824.231,635987113.474
835,1857.437,626866887.006
836,1874.371,623438002.402
837,1880.802,623538525.586
838,1890.159,622678274.156
839,1862.251,634275099.329
840,1853.890,639416578.114
841,1866.831,637254599.908
842,1878.653,635506065.250
843,1884.073,635938317.677
844,1884.015,638223776.350
845,1893.470,637296735.623
846,1900.481,637202619.758
847,1914.420,634808895.645
848,1907.789,639274250.978
849,1923.806,636197255.856
850,1940.111,633082333.949
851,1932.471,637831099.147
852,1942.857,636660555.049
853,1951.805,635975906.405
854,1955.072,637148774.060
855,1973.624,633379382.294
856,1971.425,636313342.886
857,1976.245,636988625.398
858,1989.440,634981413.865
859,1993.920,635772527.484
860,2011.166,632524615.074
861,2012.524,634305360.830
862,2014.034,636040829.499
863,2015.137,637907643.004
864,2024.450,637182982.045
865,2025.757,638985450.871
866,2034.989,638295239.925
867,2049.460,635986418.862
868,2059.788,634989651.362
869,2058.098,637710069.200
870,2082.780,632330827.068
871,2091.833,631767747.234
872,2084.144,636285062.836
873,2097.060,634544187.577
874,2102.806,634987368.307
875,2093.821,639903673.714
876,2102.530,639440460.778
877,2105.495,640729266.040
878,2119.426,638697602.087
879,2133.568,636634444.274
880,2141.796,636355656.655
881,2146.616,637093770.847
882,2168.223,632895203.123
883,2156.597,638473842.818
884,2167.860,637317081.361
885,2180.215,635858504.780
886,2190.101,635136421.562
887,2244.878,621739001.407
888,2241.244,624855724.767
889,2246.743,625434568.173
890,2251.910,626107615.313
891,2269.294,623407959.480
892,2277.947,623133275.708
893,2285.260,623230579.453
894,2280.304,626685726.114
895,2252.542,636540739.307
896,2246.668,640346625.314
897,2262.766,637922147.496
898,2269.479,638164787.601
899,2273.978,639032302.863
900,2277.621,640141621.455
901,2300.373,635925305.157
902,2304.820,636813988.077
903,2332.234,631424056.934
904,2330.069,634112778.634
905,2335.152,634834584.644
906,2343.269,634734992.867
907,2332.930,639661406.900
908,2342.431,639176404.342
909,2368.899,634125329.109
910,2360.265,638547790.185
911,2372.772,637278281.268
912,2371.188,639806314.809
913,2383.690,638546536.672
914,2400.706,636106165.436
915,2426.154,631502266.550
916,2409.704,637900170.311
917,2419.259,637463961.486
918,2438.678,634459024.111
919,2443.243,635345365.975
920,2441.153,637967386.723
921,2459.602,635249085.828
922,2462.839,636482894.741
923,2471.120,636416254.168
924,2486.390,634565795.390
925,2491.835,635237184.645
926,2493.629,636841146.778
927,2561.797,621905625.621
928,2576.185,620435839.817
929,2566.124,624884135.763
930,2579.984,623536425.032
931,2533.060,637138078.845
932,2544.764,636253552.785
